timestamp,L1,L2,L3
00:15,-0.046194,-0.033521,-0.101527
00:30,-0.046194,-0.033521,-0.101527
00:45,-0.046194,-0.033521,-0.101527
01:00,-0.046194,-0.033521,-0.101527
01:15,-0.046194,-0.033521,-0.101527
01:30,-0.046194,-0.033521,-0.101527
01:45,-0.046194,-0.033521,-0.101527
02:00,-0.046194,-0.033521,-0.101527
02:15,-0.046194,-0.033521,-0.101527
02:30,-0.046194,-0.033521,-0.101527
02:45,-0.046194,-0.033521,-0.101527
03:00,-0.046194,-0.033521,-0.101527
03:15,-0.046194,-0.033521,-0.101527
03:30,-0.046194,-0.033521,-0.101527
03:45,-0.046194,-0.033521,-0.101527
04:00,-0.046194,-0.033521,-0.101527
04:15,-0.046194,-0.033521,-0.101527
04:30,-0.046194,-0.033521,-0.101527
04:45,-0.046194,-0.033521,-0.101527
05:00,-0.011605,-0.109978,-0.178121
05:15,-0.046194,-0.033521,-0.101527
05:30,-0.046194,-0.033521,-0.101527
05:45,-0.046194,-0.033521,-0.101527
06:00,-0.046194,-0.033521,-0.101527
06:15,-0.046194,-0.033521,-0.101527
06:30,-0.046194,-0.033521,-0.101527
06:45,-0.046194,-0.033521,-0.101527
07:00,-0.046194,-0.033521,-0.101527
07:15,-0.046194,-0.033521,-0.101527
