timestamp,K1,K2,K3
00:15,1.0,0.9999999999999999,0.945117768063265
00:30,1.0,0.9999999999999999,0.945117768063265
00:45,1.0,0.9999999999999999,0.945117768063265
01:00,1.0,0.9999999999999999,0.945117768063265
01:15,1.0,0.9999999999999999,0.945117768063265
01:30,1.0,0.9999999999999999,0.945117768063265
01:45,1.0,0.9999999999999999,0.945117768063265
02:00,1.0,0.9999999999999999,0.945117768063265
02:15,1.0,0.9999999999999999,0.945117768063265
02:30,1.0,0.9999999999999999,0.945117768063265
02:45,1.0,0.9999999999999999,0.945117768063265
03:00,1.0,0.9999999999999999,0.945117768063265
03:15,1.0,0.9999999999999999,0.945117768063265
03:30,1.0,0.9999999999999999,0.945117768063265
03:45,1.0,0.9999999999999999,0.945117768063265
04:00,1.0,0.9999999999999999,0.945117768063265
04:15,1.0,0.9999999999999999,0.945117768063265
04:30,1.0,0.9999999999999999,0.945117768063265
04:45,1.0,0.9999999999999999,0.945117768063265
05:00,1.0,0.9999999999999999,0.9410606071771663
05:15,1.0,0.9999999999999999,0.945117768063265
05:30,1.0,0.9999999999999999,0.945117768063265
05:45,1.0,0.9999999999999999,0.945117768063265
06:00,1.0,0.9999999999999999,0.945117768063265
06:15,1.0,0.9999999999999999,0.945117768063265
06:30,1.0,0.9999999999999999,0.945117768063265
06:45,1.0,0.9999999999999999,0.945117768063265
07:00,1.0,0.9999999999999999,0.945117768063265
07:15,1.0,0.9999999999999999,0.945117768063265
