timestamp,L1,L2,L3
00:15,0.0,0.0,0.0
00:30,0.0,0.0,0.0
00:45,0.0,0.0,0.0
01:00,0.0,0.0,0.0
01:15,0.0,0.0,0.0
01:30,0.0,0.0,0.0
01:45,0.0,0.0,0.0
02:00,0.0,0.0,0.0
02:15,0.0,0.0,0.0
02:30,0.0,0.0,0.0
02:45,0.0,0.0,0.0
03:00,0.0,0.0,0.0
03:15,0.0,0.0,0.0
03:30,0.0,0.0,0.0
03:45,0.0,0.0,0.0
04:00,0.0,0.0,0.0
04:15,0.0,0.0,0.0
04:30,0.0,0.0,0.0
04:45,0.0,0.0,0.0
05:00,0.0,0.0,0.0
05:15,0.0,0.0,0.0
05:30,0.0,0.0,0.0
05:45,0.0,0.0,0.0
06:00,0.0,0.0,0.0
06:15,0.0,0.0,0.0
06:30,0.0,0.0,0.0
06:45,0.0,0.0,0.0
07:00,0.0,0.0,0.0
07:15,0.0,0.0,0.0
