timestamp,K1,K2,K3
00:15,1.0736197126019196,0.6076224708076658,0
00:30,1.0736197126019196,0.6076224708076658,0
00:45,1.0736197126019196,0.6076224708076658,0
01:00,1.0736197126019196,0.6076224708076658,0
01:15,1.0736197126019196,0.6076224708076658,0
01:30,1.0736197126019196,0.6076224708076658,0
01:45,1.0736197126019196,0.6076224708076658,0
02:00,1.0736197126019196,0.6076224708076658,0
02:15,1.0736197126019196,0.6076224708076658,0
02:30,1.0736197126019196,0.6076224708076658,0
02:45,1.0736197126019196,0.6076224708076658,0
03:00,1.0736197126019196,0.6076224708076658,0
03:15,1.0736197126019196,0.6076224708076658,0
03:30,1.0736197126019196,0.6076224708076658,0
03:45,1.0736197126019196,0.6076224708076658,0
04:00,1.0736197126019196,0.6076224708076658,0
04:15,1.0736197126019196,0.6076224708076658,0
04:30,1.0736197126019196,0.6076224708076658,0
04:45,1.0736197126019196,0.6076224708076658,0
05:00,1.1328162571233822,0.6668876355086226,0
05:15,1.0736197126019196,0.6076224708076658,0
05:30,1.0736197126019196,0.6076224708076658,0
05:45,1.0736197126019196,0.6076224708076658,0
06:00,1.0736197126019196,0.6076224708076658,0
06:15,1.0736197126019196,0.6076224708076658,0
06:30,1.0736197126019196,0.6076224708076658,0
06:45,1.0736197126019196,0.6076224708076658,0
07:00,1.0736197126019196,0.6076224708076658,0
07:15,1.0736197126019196,0.6076224708076658,0
