timestamp,L1,L2,L3
00:15,67966.2,57897.600000000006,100760.50000000001
00:30,67966.2,57897.600000000006,100760.50000000001
00:45,67966.2,57897.600000000006,100760.50000000001
01:00,67966.2,57897.600000000006,100760.50000000001
01:15,67966.2,57897.600000000006,100760.50000000001
01:30,67966.2,57897.600000000006,100760.50000000001
01:45,67966.2,57897.600000000006,100760.50000000001
02:00,67966.2,57897.600000000006,100760.50000000001
02:15,67966.2,57897.600000000006,100760.50000000001
02:30,67966.2,57897.600000000006,100760.50000000001
02:45,67966.2,57897.600000000006,100760.50000000001
03:00,67966.2,57897.600000000006,100760.50000000001
03:15,67966.2,57897.600000000006,100760.50000000001
03:30,67966.2,57897.600000000006,100760.50000000001
03:45,67966.2,57897.600000000006,100760.50000000001
04:00,67966.2,57897.600000000006,100760.50000000001
04:15,67966.2,57897.600000000006,100760.50000000001
04:30,67966.2,57897.600000000006,100760.50000000001
04:45,67966.2,57897.600000000006,100760.50000000001
05:00,34066.4,104870.40000000001,133461.9
05:15,67966.2,57897.600000000006,100760.50000000001
05:30,67966.2,57897.600000000006,100760.50000000001
05:45,67966.2,57897.600000000006,100760.50000000001
06:00,67966.2,57897.600000000006,100760.50000000001
06:15,67966.2,57897.600000000006,100760.50000000001
06:30,67966.2,57897.600000000006,100760.50000000001
06:45,67966.2,57897.600000000006,100760.50000000001
07:00,67966.2,57897.600000000006,100760.50000000001
07:15,67966.2,57897.600000000006,100760.50000000001
