timestamp,L1,L2,L3
00:15,178.36501757179974,151.9417952065149,264.42773544855135
00:30,178.36501757179974,151.9417952065149,264.42773544855135
00:45,178.36501757179974,151.9417952065149,264.42773544855135
01:00,178.36501757179974,151.9417952065149,264.42773544855135
01:15,178.36501757179974,151.9417952065149,264.42773544855135
01:30,178.36501757179974,151.9417952065149,264.42773544855135
01:45,178.36501757179974,151.9417952065149,264.42773544855135
02:00,178.36501757179974,151.9417952065149,264.42773544855135
02:15,178.36501757179974,151.9417952065149,264.42773544855135
02:30,178.36501757179974,151.9417952065149,264.42773544855135
02:45,178.36501757179974,151.9417952065149,264.42773544855135
03:00,178.36501757179974,151.9417952065149,264.42773544855135
03:15,178.36501757179974,151.9417952065149,264.42773544855135
03:30,178.36501757179974,151.9417952065149,264.42773544855135
03:45,178.36501757179974,151.9417952065149,264.42773544855135
04:00,178.36501757179974,151.9417952065149,264.42773544855135
04:15,178.36501757179974,151.9417952065149,264.42773544855135
04:30,178.36501757179974,151.9417952065149,264.42773544855135
04:45,178.36501757179974,151.9417952065149,264.42773544855135
05:00,89.40111459237032,275.21342577283514,350.2466540525405
05:15,178.36501757179974,151.9417952065149,264.42773544855135
05:30,178.36501757179974,151.9417952065149,264.42773544855135
05:45,178.36501757179974,151.9417952065149,264.42773544855135
06:00,178.36501757179974,151.9417952065149,264.42773544855135
06:15,178.36501757179974,151.9417952065149,264.42773544855135
06:30,178.36501757179974,151.9417952065149,264.42773544855135
06:45,178.36501757179974,151.9417952065149,264.42773544855135
07:00,178.36501757179974,151.9417952065149,264.42773544855135
07:15,178.36501757179974,151.9417952065149,264.42773544855135
