timestamp,L1,L2,L3
00:15,-4619.4,-3352.1000000000004,-10152.7
00:30,-4619.4,-3352.1000000000004,-10152.7
00:45,-4619.4,-3352.1000000000004,-10152.7
01:00,-4619.4,-3352.1000000000004,-10152.7
01:15,-4619.4,-3352.1000000000004,-10152.7
01:30,-4619.4,-3352.1000000000004,-10152.7
01:45,-4619.4,-3352.1000000000004,-10152.7
02:00,-4619.4,-3352.1000000000004,-10152.7
02:15,-4619.4,-3352.1000000000004,-10152.7
02:30,-4619.4,-3352.1000000000004,-10152.7
02:45,-4619.4,-3352.1000000000004,-10152.7
03:00,-4619.4,-3352.1000000000004,-10152.7
03:15,-4619.4,-3352.1000000000004,-10152.7
03:30,-4619.4,-3352.1000000000004,-10152.7
03:45,-4619.4,-3352.1000000000004,-10152.7
04:00,-4619.4,-3352.1000000000004,-10152.7
04:15,-4619.4,-3352.1000000000004,-10152.7
04:30,-4619.4,-3352.1000000000004,-10152.7
04:45,-4619.4,-3352.1000000000004,-10152.7
05:00,-1160.5,-10997.800000000001,-17812.1
05:15,-4619.4,-3352.1000000000004,-10152.7
05:30,-4619.4,-3352.1000000000004,-10152.7
05:45,-4619.4,-3352.1000000000004,-10152.7
06:00,-4619.4,-3352.1000000000004,-10152.7
06:15,-4619.4,-3352.1000000000004,-10152.7
06:30,-4619.4,-3352.1000000000004,-10152.7
06:45,-4619.4,-3352.1000000000004,-10152.7
07:00,-4619.4,-3352.1000000000004,-10152.7
07:15,-4619.4,-3352.1000000000004,-10152.7
