timestamp,K1,K2,K3
00:15,107361.97126019196,60762.24708076658,0
00:30,107361.97126019196,60762.24708076658,0
00:45,107361.97126019196,60762.24708076658,0
01:00,107361.97126019196,60762.24708076658,0
01:15,107361.97126019196,60762.24708076658,0
01:30,107361.97126019196,60762.24708076658,0
01:45,107361.97126019196,60762.24708076658,0
02:00,107361.97126019196,60762.24708076658,0
02:15,107361.97126019196,60762.24708076658,0
02:30,107361.97126019196,60762.24708076658,0
02:45,107361.97126019196,60762.24708076658,0
03:00,107361.97126019196,60762.24708076658,0
03:15,107361.97126019196,60762.24708076658,0
03:30,107361.97126019196,60762.24708076658,0
03:45,107361.97126019196,60762.24708076658,0
04:00,107361.97126019196,60762.24708076658,0
04:15,107361.97126019196,60762.24708076658,0
04:30,107361.97126019196,60762.24708076658,0
04:45,107361.97126019196,60762.24708076658,0
05:00,113281.62571233822,66688.76355086226,0
05:15,107361.97126019196,60762.24708076658,0
05:30,107361.97126019196,60762.24708076658,0
05:45,107361.97126019196,60762.24708076658,0
06:00,107361.97126019196,60762.24708076658,0
06:15,107361.97126019196,60762.24708076658,0
06:30,107361.97126019196,60762.24708076658,0
06:45,107361.97126019196,60762.24708076658,0
07:00,107361.97126019196,60762.24708076658,0
07:15,107361.97126019196,60762.24708076658,0
