timestamp,L1,L2,L3
00:15,-2309.7,-55052.299999999996,-58452.49999999999
00:30,-2309.7,-55052.299999999996,-58452.49999999999
00:45,-2309.7,-55052.299999999996,-58452.49999999999
01:00,-2309.7,-55052.299999999996,-58452.49999999999
01:15,-2309.7,-55052.299999999996,-58452.49999999999
01:30,-2309.7,-55052.299999999996,-58452.49999999999
01:45,-2309.7,-55052.299999999996,-58452.49999999999
02:00,-2309.7,-55052.299999999996,-58452.49999999999
02:15,-2309.7,-55052.299999999996,-58452.49999999999
02:30,-2309.7,-55052.299999999996,-58452.49999999999
02:45,-2309.7,-55052.299999999996,-58452.49999999999
03:00,-2309.7,-55052.299999999996,-58452.49999999999
03:15,-2309.7,-55052.299999999996,-58452.49999999999
03:30,-2309.7,-55052.299999999996,-58452.49999999999
03:45,-2309.7,-55052.299999999996,-58452.49999999999
04:00,-2309.7,-55052.299999999996,-58452.49999999999
04:15,-2309.7,-55052.299999999996,-58452.49999999999
04:30,-2309.7,-55052.299999999996,-58452.49999999999
04:45,-2309.7,-55052.299999999996,-58452.49999999999
05:00,-580.3,-62701.399999999994,-66108.5
05:15,-2309.7,-55052.299999999996,-58452.49999999999
05:30,-2309.7,-55052.299999999996,-58452.49999999999
05:45,-2309.7,-55052.299999999996,-58452.49999999999
06:00,-2309.7,-55052.299999999996,-58452.49999999999
06:15,-2309.7,-55052.299999999996,-58452.49999999999
06:30,-2309.7,-55052.299999999996,-58452.49999999999
06:45,-2309.7,-55052.299999999996,-58452.49999999999
07:00,-2309.7,-55052.299999999996,-58452.49999999999
07:15,-2309.7,-55052.299999999996,-58452.49999999999
