timestamp,K1,K2,K3
00:15,220.0,219.99999999999997,207.9259089739183
00:30,220.0,219.99999999999997,207.9259089739183
00:45,220.0,219.99999999999997,207.9259089739183
01:00,220.0,219.99999999999997,207.9259089739183
01:15,220.0,219.99999999999997,207.9259089739183
01:30,220.0,219.99999999999997,207.9259089739183
01:45,220.0,219.99999999999997,207.9259089739183
02:00,220.0,219.99999999999997,207.9259089739183
02:15,220.0,219.99999999999997,207.9259089739183
02:30,220.0,219.99999999999997,207.9259089739183
02:45,220.0,219.99999999999997,207.9259089739183
03:00,220.0,219.99999999999997,207.9259089739183
03:15,220.0,219.99999999999997,207.9259089739183
03:30,220.0,219.99999999999997,207.9259089739183
03:45,220.0,219.99999999999997,207.9259089739183
04:00,220.0,219.99999999999997,207.9259089739183
04:15,220.0,219.99999999999997,207.9259089739183
04:30,220.0,219.99999999999997,207.9259089739183
04:45,220.0,219.99999999999997,207.9259089739183
05:00,220.0,219.99999999999997,207.0333335789766
05:15,220.0,219.99999999999997,207.9259089739183
05:30,220.0,219.99999999999997,207.9259089739183
05:45,220.0,219.99999999999997,207.9259089739183
06:00,220.0,219.99999999999997,207.9259089739183
06:15,220.0,219.99999999999997,207.9259089739183
06:30,220.0,219.99999999999997,207.9259089739183
06:45,220.0,219.99999999999997,207.9259089739183
07:00,220.0,219.99999999999997,207.9259089739183
07:15,220.0,219.99999999999997,207.9259089739183
